ComicType,page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year,APPEARANCES_R,,,
dc,153913,Kazuo Hasegawa (New Earth),\/wiki\/Kazuo_Hasegawa_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,9,"1988, August",1988,0.0086882651,,,
dc,153784,Julius Barrow (New Earth),\/wiki\/Julius_Barrow_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,1,"1991, May",1991,0.0009653628,,,
dc,153779,Julia Deneiros (New Earth),\/wiki\/Julia_Deneiros_(New_Earth),Public Identity,Good Characters,Blue Eyes,Grey Hair,Female Characters,straight,Living Characters,84,"1987, April",1987,0.0810904738,,,
dc,153358,Jackson Jones (New Earth),\/wiki\/Jackson_Jones_(New_Earth),Secret Identity,Bad Characters,Yellow Eyes,Brown Hair,Male Characters,straight,Deceased Characters,1,"2007, November",2007,0.0009653628,,,
dc,152623,Force (New Earth),\/wiki\/Force_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,3,"1988, June",1988,0.0028960884,,,
dc,152542,Mark Sunderland (New Earth),\/wiki\/Mark_Sunderland_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,4,"2009, December",2009,0.0038614511,,,
dc,152291,Kathryn George (New Earth),\/wiki\/Kathryn_George_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,straight,Living Characters,2,"1990, July",1990,0.0019307256,,,
dc,152274,Linda Friitawa (New Earth),\/wiki\/Linda_Friitawa_(New_Earth),Secret Identity,Bad Characters,Red Eyes,White Hair,Female Characters,straight,Living Characters,11,"2004, July",2004,0.0106189906,,,
dc,152201,Roxanne Sutton (New Earth),\/wiki\/Roxanne_Sutton_(New_Earth),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,straight,Living Characters,4,"2006, October",2006,0.0038614511,,,
dc,151905,Flex Mentallo (New Earth),\/wiki\/Flex_Mentallo_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,12,"1990, August",1990,0.0115843534,,,
dc,150900,Joseph Potato (New Earth),\/wiki\/Joseph_Potato_(New_Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,straight,Living Characters,4,"1989, January",1989,0.0038614511,,,
dc,150409,Hector (New Earth),\/wiki\/Hector_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,16,"2007, January",2007,0.0154458045,,,
dc,150157,Takeo Sato (New Earth),\/wiki\/Takeo_Sato_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,5,"1983, September",1983,0.0048268139,,,
dc,150140,Mirabai (New Earth),\/wiki\/Mirabai_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Female Characters,straight,Living Characters,7,"2009, July",2009,0.0067575395,,,
dc,149930,Sumaan Harjavti (New Earth),\/wiki\/Sumaan_Harjavti_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,6,"1991, August",1991,0.0057921767,,,
dc,149706,Lucia (New Earth),\/wiki\/Lucia_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,4,"2005, July",2005,0.0038614511,,,
dc,149698,Sasha (New Earth),\/wiki\/Sasha_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,straight,Living Characters,9,"2009, August",2009,0.0086882651,,,
dc,149510,Tao Jones (New Earth),\/wiki\/Tao_Jones_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,straight,Living Characters,12,"1985, August",1985,0.0115843534,,,
dc,149425,Tiger Moth (New Earth),\/wiki\/Tiger_Moth_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,10,"1966, June",1966,0.0096536278,,,
dc,149418,Knodar (New Earth),\/wiki\/Knodar_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,straight,Living Characters,7,"1947, October",1947,0.0067575395,,,
dc,149073,Frank Verrano (New Earth),\/wiki\/Frank_Verrano_(New_Earth),Secret Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,straight,Living Characters,17,"2009, October",2009,0.0164111673,,,
dc,149062,Dusan al Ghul (New Earth),\/wiki\/Dusan_al_Ghul_(New_Earth),Secret Identity,Bad Characters,Black Eyes,White Hair,Male Characters,straight,Deceased Characters,4,"2007, October",2007,0.0038614511,,,
dc,148931,Churljenkins (New Earth),\/wiki\/Churljenkins_(New_Earth),Public Identity,Good Characters,Black Eyes,Green Hair,Female Characters,straight,Living Characters,6,"1989, March",1989,0.0057921767,,,
dc,148876,John Raymond (New Earth),\/wiki\/John_Raymond_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,21,"2009, October",2009,0.0202726185,,,
dc,148762,Carlotta Rivera (New Earth),\/wiki\/Carlotta_Rivera_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,straight,Living Characters,8,"1989, January",1989,0.0077229023,,,
dc,148143,Jonathan Warren (New Earth),\/wiki\/Jonathan_Warren_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,10,"2004, February",2004,0.0096536278,,,
dc,147295,Ral-Dar (New Earth),\/wiki\/Ral-Dar_(New_Earth),Public Identity,Bad Characters,Grey Eyes,Blond Hair,Male Characters,straight,Living Characters,3,"2009, September",2009,0.0028960884,,,
dc,147289,Paco Testas (New Earth),\/wiki\/Paco_Testas_(New_Earth),Public Identity,Good Characters,Black Eyes,Brown Hair,Male Characters,straight,Living Characters,42,"2006, February",2006,0.0405452369,,,
dc,147247,Musashi (New Earth),\/wiki\/Musashi_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,7,"1994, April",1994,0.0067575395,,,
dc,147157,Richard Carter (Earth-One),\/wiki\/Richard_Carter_(Earth-One),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,15,"1954, January",1954,0.0144804418,,,
dc,147156,Diane Dorst (New Earth),\/wiki\/Diane_Dorst_(New_Earth),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,straight,Living Characters,1,"2009, October",2009,0.0009653628,,,
dc,146989,Jeannette (New Earth),\/wiki\/Jeannette_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Female Characters,straight,Living Characters,35,"2009, January",2009,0.0337876974,,,
dc,146913,Anthony Monetti (New Earth),\/wiki\/Anthony_Monetti_(New_Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,7,"1996, December",1996,0.0067575395,,,
dc,146837,Thomas Trigger (New Earth),\/wiki\/Thomas_Trigger_(New_Earth),Public Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,straight,Deceased Characters,16,"1993, October",1993,0.0154458045,,,
dc,146836,Thaddeus Trigger (New Earth),\/wiki\/Thaddeus_Trigger_(New_Earth),Public Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,straight,Deceased Characters,15,"1993, October",1993,0.0144804418,,,
dc,146819,Matthew Logan (New Earth),\/wiki\/Matthew_Logan_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,5,"2000, January",2000,0.0048268139,,,
dc,146295,Aaron Langstrom (New Earth),\/wiki\/Aaron_Langstrom_(New_Earth),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,10,"1996, April",1996,0.0096536278,,,
dc,145183,Archer of Angelsport (New Earth),\/wiki\/Archer_of_Angelsport_(New_Earth),Public Identity,Bad Characters,Brown Eyes,White Hair,Male Characters,straight,Deceased Characters,5,"2009, August",2009,0.0048268139,,,
dc,145132,King Standish (New Earth),\/wiki\/King_Standish_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,34,"1940, March",1940,0.0328223346,,,
dc,145071,King Chimera (New Earth),\/wiki\/King_Chimera_(New_Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,straight,Living Characters,30,"2009, April",2009,0.0289608835,,,
dc,144959,Arisia Rrab (New Earth),\/wiki\/Arisia_Rrab_(New_Earth),Public Identity,Good Characters,Yellow Eyes,Blond Hair,Female Characters,straight,Living Characters,173,"1981, May",1981,0.1670077615,,,
dc,144819,Eve Doremus (Earth-One),\/wiki\/Eve_Doremus_(Earth-One),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,straight,Living Characters,9,"1968, January",1968,0.0086882651,,,
dc,144724,Molly Mayne (New Earth),\/wiki\/Molly_Mayne_(New_Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,straight,Living Characters,64,"1947, September",1947,0.0617832181,,,
dc,144715,Gilda Gold (New Earth),\/wiki\/Gilda_Gold_(New_Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,straight,Living Characters,14,"1942, August",1942,0.013515079,,,
dc,144550,Adolf Hitler (New Earth),\/wiki\/Adolf_Hitler_(New_Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,straight,Deceased Characters,101,"1942, March",1942,0.0975016411,,,
dc,144405,Kho Kharhi (New Earth),\/wiki\/Kho_Kharhi_(New_Earth),Public Identity,Good Characters,Grey Eyes,Black Hair,Female Characters,straight,Living Characters,8,"2008, May",2008,0.0077229023,,,
dc,144363,Lysandra (New Earth),\/wiki\/Lysandra_(New_Earth),Secret Identity,Good Characters,Orange Eyes,Red Hair,Female Characters,straight,Living Characters,4,"1983, September",1983,0.0038614511,,,
dc,144150,Nacht (New Earth),\/wiki\/Nacht_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,straight,Living Characters,3,"1985, April",1985,0.0028960884,,,
dc,144106,Kari Limbo (New Earth),\/wiki\/Kari_Limbo_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,straight,Deceased Characters,18,"1979, June",1979,0.0173765301,,,
dc,144100,Alexander Tuttle (New Earth),\/wiki\/Alexander_Tuttle_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,5,"1979, March",1979,0.0048268139,,,
dc,143363,Hacken (New Earth),\/wiki\/Hacken_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,29,"1996, April",1996,0.0279955207,,,
dc,143349,Barney Sands (New Earth),\/wiki\/Barney_Sands_(New_Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,straight,Living Characters,6,"1977, April",1977,0.0057921767,,,
dc,143236,Etta Candy (New Earth),\/wiki\/Etta_Candy_(New_Earth),Public Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,straight,Living Characters,84,"1942, February",1942,0.0810904738,,,
dc,143233,Sean Noonan (New Earth),\/wiki\/Sean_Noonan_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,44,1993,1993,0.0424759625,,,
dc,141726,Peter Gambi (New Earth),\/wiki\/Peter_Gambi_(New_Earth),Public Identity,Neutral Characters,Black Eyes,Brown Hair,Male Characters,straight,Deceased Characters,13,"1977, April",1977,0.0125497162,,,
dc,141718,Lynn Stewart (New Earth),\/wiki\/Lynn_Stewart_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,31,"1977, July",1977,0.0299262463,,,
dc,141453,Schrek (New Earth),\/wiki\/Schrek_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Blond Hair,Male Characters,straight,Deceased Characters,5,"1991, July",1991,0.0048268139,,,
dc,141452,Catseye (New Earth),\/wiki\/Catseye_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,5,"1991, May",1991,0.0048268139,,,
dc,141447,Hi-Tech (New Earth),\/wiki\/Hi-Tech_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,straight,Living Characters,6,"1992, October",1992,0.0057921767,,,
dc,141445,Lance Harrower (New Earth),\/wiki\/Lance_Harrower_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,straight,Deceased Characters,1,"2006, January",2006,0.0009653628,,,
dc,141089,Charles Grayson (New Earth),\/wiki\/Charles_Grayson_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,30,"1942, April",1942,0.0289608835,,,
dc,140752,Eryx (New Earth),\/wiki\/Eryx_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Purple Hair,Male Characters,straight,Living Characters,3,"1995, July",1995,0.0028960884,,,
dc,140650,Natt Walls (New Earth),\/wiki\/Natt_Walls_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,54,"1996, August",1996,0.0521295903,,,
dc,140335,Faora (New Earth),\/wiki\/Faora_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,straight,Living Characters,15,"2001, July",2001,0.0144804418,,,
dc,140105,Shilandra Thane (New Earth),\/wiki\/Shilandra_Thane_(New_Earth),Public Identity,Good Characters,Black Eyes,Red Hair,Female Characters,straight,Living Characters,13,"1992, June",1992,0.0125497162,,,
dc,140102,Slats Mehlville (New Earth),\/wiki\/Slats_Mehlville_(New_Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,straight,Living Characters,2,"1988, May",1988,0.0019307256,,,
dc,140101,Timothy Simms (New Earth),\/wiki\/Timothy_Simms_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,straight,Living Characters,2,"1988, May",1988,0.0019307256,,,
dc,139909,Mortimer Jibbet (New Earth),\/wiki\/Mortimer_Jibbet_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,49,"1939, April",1939,0.0473027764,,,
dc,139906,Meredith Creamer (New Earth),\/wiki\/Meredith_Creamer_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,straight,Living Characters,17,"1948, June",1948,0.0164111673,,,
dc,139776,Deborah Tiegel (New Earth),\/wiki\/Deborah_Tiegel_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,straight,Living Characters,28,"1994, March",1994,0.0270301579,,,
dc,139771,Rip Roar (New Earth),\/wiki\/Rip_Roar_(New_Earth),Public Identity,Bad Characters,Red Eyes,Strawberry Blond Hair,Male Characters,straight,Living Characters,1,"1998, October",1998,0.0009653628,,,
dc,139764,Sean Sonus (New Earth),\/wiki\/Sean_Sonus_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,straight,Living Characters,5,"2009, February",2009,0.0048268139,,,
dc,139533,Hardsell (New Earth),\/wiki\/Hardsell_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,straight,Living Characters,2,"1994, October",1994,0.0019307256,,,
dc,139526,Split (New Earth),\/wiki\/Split_(New_Earth),Secret Identity,Bad Characters,White Eyes,Blond Hair,Male Characters,straight,Living Characters,3,"1994, July",1994,0.0028960884,,,
dc,139270,Terry Chase (New Earth),\/wiki\/Terry_Chase_(New_Earth),Public Identity,Neutral Characters,Green Eyes,Black Hair,Female Characters,straight,Living Characters,11,"1998, January",1998,0.0106189906,,,
dc,139264,Julie Robinson (New Earth),\/wiki\/Julie_Robinson_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,straight,Living Characters,10,"2006, May",2006,0.0096536278,,,
dc,139003,Brin (New Earth),\/wiki\/Brin_(New_Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,straight,Deceased Characters,3,"1983, August",1983,0.0028960884,,,
dc,138389,Mi-Sun Kwon (New Earth),\/wiki\/Mi-Sun_Kwon_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,straight,Deceased Characters,26,"2004, May",2004,0.0250994324,,,
dc,138388,Henry Bucher (New Earth),\/wiki\/Henry_Bucher_(New_Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,straight,Living Characters,21,"2004, May",2004,0.0202726185,,,
dc,137969,Elias Stone (New Earth),\/wiki\/Elias_Stone_(New_Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,straight,Living Characters,4,"2007, April",2007,0.0038614511,,,
dc,137962,Robert Dickering (New Earth),\/wiki\/Robert_Dickering_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,straight,Living Characters,20,"2009, October",2009,0.0193072557,,,
dc,137621,Kamandi (New Earth),\/wiki\/Kamandi_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,12,"2007, September",2007,0.0115843534,,,
dc,137483,Maxwell Williams (New Earth),\/wiki\/Maxwell_Williams_(New_Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,straight,Living Characters,6,"2000, March",2000,0.0057921767,,,
dc,137432,Sunspot (New Earth),\/wiki\/Sunspot_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,straight,Living Characters,1,"1987, March",1987,0.0009653628,,,
dc,137361,Nash (New Earth),\/wiki\/Nash_(New_Earth),Secret Identity,Bad Characters,Grey Eyes,Black Hair,Female Characters,straight,Deceased Characters,25,"1994, October",1994,0.0241340696,,,
dc,137081,Ringo Chen (New Earth),\/wiki\/Ringo_Chen_(New_Earth),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,straight,Deceased Characters,21,"1996, April",1996,0.0202726185,,,
dc,136002,Amsel Reiniger (New Earth),\/wiki\/Amsel_Reiniger_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,straight,Living Characters,6,"2000, May",2000,0.0057921767,,,
dc,135996,Lynx II (New Earth),\/wiki\/Lynx_II_(New_Earth),Secret Identity,Neutral Characters,Amber Eyes,Black Hair,Female Characters,straight,Living Characters,11,"2008, December",2008,0.0106189906,,,
dc,135985,Roman Cavallo (New Earth),\/wiki\/Roman_Cavallo_(New_Earth),Public Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,straight,Living Characters,13,"2008, March",2008,0.0125497162,,,
dc,135954,Byron Stark (New Earth),\/wiki\/Byron_Stark_(New_Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,straight,Deceased Characters,19,"1996, October",1996,0.0183418929,,,
dc,135734,Carom (New Earth),\/wiki\/Carom_(New_Earth),Secret Identity,Bad Characters,White Eyes,Red Hair,Male Characters,straight,Living Characters,8,"1997, April",1997,0.0077229023,,,
