ComicType,Characters,Dim1,Dim2,x1,y1
marvel,Joseph Cartelli (Earth-616),0.2763078499,0.2180178444,,
marvel,Brian Banner (Earth-616),0.2940529866,0.1720219424,,
marvel,"Winthrop Roan, Jr. (Earth-616)",0.2624211576,0.2207334222,,
marvel,Sassafras (Earth-616),0.155204371,0.9532309195,,
marvel,Jesse Black Crow (Earth-616),0.2771302817,0.2179383369,,
marvel,Alfredo Morelli (Earth-616),0.299168944,0.1723356569,,
marvel,Nicholas Powell (Earth-616),0.3023191963,0.1650626276,,
marvel,Olinka Barankova (Earth-616),0.1768641388,0.8389650372,,
marvel,John Porter (Earth-616),0.267858257,0.2397585452,,
marvel,Robin Chapel (Earth-616),0.1546155931,0.9617091374,,
marvel,Keith Kraft (Earth-616),0.2976957542,0.1724047947,,
marvel,Delphi (Pantheon) (Earth-616),0.1598265971,0.9543331494,,
marvel,Devos (Earth-616),0.2897692423,0.1153286619,,
marvel,Elsie Dee (Earth-616),0.1535322009,0.9625397924,,
marvel,Brian Hibbs (Earth-616),0.2511490034,0.2703544628,,
marvel,Vladimir Kravinoff (Earth-616),1.2843420243,0.3308152234,,
marvel,Nils Styger (Earth-616),0.2757176305,0.2242370884,,
marvel,Jack Truman (Earth-616),0.2768473351,0.2224467955,,
marvel,Dog Logan (Earth-616),0.2880940391,0.180609819,,
marvel,Heather Cameron (Earth-616),0.1594764553,0.954010147,,
marvel,Miguel Reyes (Earth-616),0.2656094676,0.2141107815,,
marvel,Henry Hellrung (Earth-616),0.2654090025,0.2304131,,
marvel,Alejandra Blaze (Earth-616),0.1084977891,1.046484061,,
marvel,Rachel Cole (Earth-616),0.1142828891,1.0020326719,,
marvel,Jet Zola (Earth-616),0.0970417082,1.0646668019,,
dc,Melody Case (New Earth),0.1103254098,1.0100834946,,
dc,Byron Stark (New Earth),1.2458874323,0.4026361156,,
dc,Rita Lopez (New Earth),0.1566316449,0.9571371348,,
dc,Sonar III (New Earth),0.2880472938,0.1671763327,,
dc,Gunbunny (New Earth),1.1687130379,1.0645448892,,
dc,Elizabeth Alderman (New Earth),1.1642670133,1.0764227621,,
dc,Alan Welles (New Earth),1.229969884,0.4417160274,,
dc,Duarmzshee-Paan (New Earth),1.1525515354,1.0263082696,,
dc,Mario Falcone (New Earth),1.2244361252,0.4455821834,,
dc,Alberto Falcone (New Earth),1.2816974047,0.3337939366,,
dc,Thomas Jagger (New Earth),0.2612711225,0.2353152421,,
dc,Tucker Stone (New Earth),0.256768171,0.2125223902,,
dc,Maude Stone (New Earth),0.1447810692,0.9381988301,,
dc,Jonni Thunder (New Earth),0.1540840049,0.9505136803,,
dc,Markus Clay (New Earth),0.2680709025,0.2314539305,,
dc,Ivan Illyich Gort (New Earth),0.3000268547,0.1727449361,,
dc,Herupa Hando Hu (New Earth),0.2583242045,0.2140650931,,
dc,Fisherman (New Earth),1.2846721257,0.3342959397,,
dc,Alexandra DeWitt (New Earth),1.1396946988,1.110575,,
dc,Roger Denning (New Earth),0.2456009019,0.2840432151,,
dc,Kelvin Mao (New Earth),1.2470973966,0.3269437957,,
dc,Cerdian (New Earth),1.244656604,0.3730185086,,
dc,Snake-Oil (New Earth),0.2455313098,0.2801141693,,
dc,Edward Walker (New Earth),0.2759082471,0.218666958,,
dc,Jackie Johnson (New Earth),0.270996721,0.2267509454,,
dc,Jonathan Cheval (New Earth),1.2796099216,0.3361507013,,
dc,Scott Fischer (New Earth),1.2554634091,0.3909239226,,
dc,Kate Godwin (New Earth),1.148568556,1.1053733483,,
dc,Ira West (New Earth),0.2688355984,0.2236997289,,
dc,Rose Canton (New Earth),1.1753293944,1.0579353145,,
dc,Manchester Black (New Earth),1.2740072835,0.3235134883,,
marvel,Dennis Burton (Earth-616),0.2707540163,0.2227396539,,
marvel,Richard Jones (Phantom Reporter) (Earth-616),0.2658354599,0.2152627185,,
marvel,Roddy Colt (Earth-616),0.2601828735,0.2395180409,,
marvel,Jane Hastings (Earth-616),0.1651291387,0.9476416308,,
marvel,Kathryn Worthington (Earth-616),1.1426039634,1.1179548039,,
marvel,"Nick Lewis, Sr. (Earth-616)",1.2843086037,0.3308308524,,
marvel,Warren Worthington Jr. (Earth-616),1.229840273,0.4462682886,,
marvel,Brian Dunlap (Earth-616),0.2999729654,0.1622777367,,
marvel,Victor Frankenstein (Earth-616),0.2419034257,0.2846532757,,
marvel,Jenna (Earth-616),0.0877665891,1.0798250682,,
marvel,Patricia Starr (Earth-616),0.1586062104,0.9553562697,,
marvel,Thulsa Doom (Earth-616),0.2896048632,0.1524256794,,
marvel,Linda Littletrees (Earth-616),0.1359508092,1.0028700607,,
marvel,Agamotto (Earth-616),1.2154725303,0.3726919333,,
marvel,Astra (Imperial Guard) (Earth-616),0.1208869673,0.9343066923,,
marvel,Byron Calley (Earth-616),0.2923067415,0.1481429167,,
marvel,Hobgoblin (Imperial Guard) (Earth-616),1.2181285352,0.3700514637,,
marvel,Lance Hunter (Earth-616),0.2621904647,0.2333715621,,
marvel,Maria Carbonell (Earth-616),0.1096293626,1.0332294965,,
marvel,Scintilla (Earth-616),0.1324477519,0.9878891409,,
marvel,Denise Baranger (Earth-616),1.1632342075,1.0070090863,,
marvel,Victoria Star (Earth-616),0.1594869504,0.9539685532,,
marvel,James McDonald (Earth-616),0.2686172063,0.2252919094,,
marvel,Luke Merriweather (Earth-616),0.2690647563,0.2330091732,,
marvel,Eitri (Earth-616),0.267240636,0.22747646,,
marvel,Ferdinand Lopez (Earth-616),1.2871197918,0.3304365503,,
marvel,Abraham Kieros (Earth-616),0.2510390917,0.2710689897,,
marvel,Craig Saunders Jr. (Earth-616),0.2862536656,0.1568701951,,
marvel,Stephen Beckley (Earth-616),0.2705026892,0.2263467059,,
marvel,Dreamqueen (Earth-616),0.174484421,0.8312129431,,
marvel,Mephista (Earth-616),0.1330461111,0.9715811311,,
marvel,Victor Strange (Earth-616),1.2582815147,0.3838484599,,
marvel,Meryet Karim (Earth-616),0.1262946487,0.9423373946,,
marvel,Prometheus (Pantheon) (Earth-616),0.2714733623,0.2269230763,,
marvel,Albert (Earth-616),0.2302363415,0.2516226554,,
marvel,Nathan Taylor (Earth-616),0.2761892259,0.2217129595,,
marvel,George Baker (Earth-616),0.2927472377,0.1300862999,,
marvel,Edward McDonough (Earth-616),1.2595351316,0.3778295206,,
marvel,Nakia (Earth-616),0.1901291446,0.8910761024,,
marvel,Isaiah Bradley (Earth-616),0.2757060303,0.2219471467,,
marvel,Lorelei Travis (Earth-616),0.1258596786,0.9907164483,,
marvel,Praxagora (Earth-616),1.1377627071,1.1116703331,,
marvel,Profile (Earth-616),0.2967451215,0.1686707104,,
marvel,Hui Lin (Earth-616),0.2581908955,0.2480216604,,
marvel,James Wa (Earth-616),0.2669411978,0.2332442234,,
marvel,Aleksandra Nikolaevna (Earth-616),1.1552581531,1.0876828467,,
marvel,Screwball (Earth-616),0.1260629259,0.9998297012,,
marvel,Adam Brashear (Earth-616),0.2651710239,0.2369470276,,
marvel,Annie (LMD) (Earth-616),0.1268281232,0.971872177,,
marvel,George Tarleton (M.O.D.O.K. Superior) (Earth-616),0.2631955557,0.1610191527,,
marvel,Drusilla (Earth-616),0.123902465,1.0161976787,,
marvel,Tamara Devoux (Earth-616),0.1214216282,1.0121425518,,
dc,Annie Bonelli (New Earth),0.1363939792,0.9871482566,,
dc,Bruce Wayne Clone (New Earth),1.2656278599,0.36458484,,
dc,Cleveland Brand (New Earth),1.2143567496,0.4708565855,,
dc,Trevor Barnes (New Earth),1.242970315,0.4032401538,,
dc,Kari Limbo (New Earth),1.1349061673,1.1319682451,,
dc,Michael Dugan (New Earth),0.2288572614,0.2740300644,,
dc,Karin Grace (New Earth),1.1611650322,1.0755988959,,
dc,Thomas Emery (New Earth),0.2936141617,0.1736261593,,
dc,Dudley H. Dudley (New Earth),0.2548699285,0.2196009632,,
dc,Urania Blackwell (New Earth),1.1436622234,1.1140999501,,
dc,Leah Wasserman (New Earth),1.1600859508,1.0431646412,,
dc,Gan Williams (New Earth),1.2569510034,0.387184805,,
dc,Tavis Williams (New Earth),1.2569510034,0.387184805,,
dc,Plunder (New Earth),0.2980541808,0.1745896154,,
dc,Shondra Kinsolving (New Earth),0.1553597398,0.9582711746,,
dc,Magdalene Kyle (New Earth),0.1275580938,1.0020746828,,
dc,Jake Simmons (New Earth),0.2986994522,0.1695930402,,
dc,Thomas Curry (New Earth),0.2697438974,0.2327903064,,
dc,Gudra (New Earth),0.1894201689,0.8944218087,,
dc,Julie Madison (New Earth),0.1589963714,0.956474661,,
dc,Alexander Montez (New Earth),1.2293645248,0.4430378937,,
dc,Garn Daanuth (New Earth),0.273077585,0.105857861,,
dc,Margaret Pye (New Earth),1.1671916041,1.04414224,,
dc,Katherine Manser (New Earth),1.1399480908,1.0882369424,,
dc,Edward Dawson (New Earth),0.2947337975,0.1524999866,,
dc,Crystal Frost (New Earth),1.1682600193,1.0625961844,,
dc,Turtle (New Earth),0.2999895015,0.1622357679,,
dc,Starbreaker (New Earth),0.2932444782,0.1275553293,,
marvel,Zar (Earth-616),0.2471337182,0.266442973,,
marvel,Dynamic Man (Earth-616),1.2856006271,0.3310359838,,
marvel,John Steele (American Soldier) (Earth-616),1.2314066628,0.425887809,,
marvel,Lance Temple (Texas Kid) (Earth-616),0.2571646336,0.2360779671,,
marvel,Fenris Wolf (Earth-616),0.2872500111,0.1361671538,,
marvel,Bast (Goddess) (Earth-616),0.124725555,1.0109138661,,
marvel,Theodore Roberts (Earth-616),0.2428927312,0.2830925073,,
marvel,Paul Destine (Earth-616),1.2856501473,0.3274979165,,
marvel,Alex Nevsky (Earth-616),1.2849424827,0.3245789669,,
marvel,Dweller-in-Darkness (Earth-616),0.2844491054,0.10175144,,
marvel,Yagzan (Earth-616),0.2990348184,0.1624756843,,
marvel,Alexandra Rasputina (Earth-616),1.1060873855,1.1810064802,,
marvel,Horus (Deity) (Earth-616),0.2414763128,0.2707830046,,
marvel,Werner Schmidt (Brain Drain) (Earth-616),1.2727878875,0.2814472313,,
marvel,Aaron Salomon (Earth-616),0.2962844404,0.150858705,,
marvel,Barton Hamilton (Earth-616),1.2866865123,0.3311258741,,
marvel,Hoder Villison (Earth-616),0.2545275069,0.1490866934,,
marvel,Jonathan Drew (Earth-616),1.2282453153,0.4447865928,,
marvel,Alejandro Montoya (Earth-616),0.2771875848,0.2178516234,,
marvel,Asmodeus (Demon) (Earth-616),1.2605486386,0.2926894545,,
marvel,Carter Blaire (Earth-616),1.2241331826,0.4544656919,,
marvel,Hamilton Slade (Rider) (Earth-616),1.2614221004,0.3823606271,,
marvel,Gardner Monroe (Earth-616),0.2992521952,0.157994317,,
marvel,Thomas Lennox (Earth-616),1.2602941027,0.3818794679,,
marvel,Alton Vibereaux (Earth-616),0.2961492986,0.178014018,,
marvel,Mongoose (Earth-616),0.3026300949,0.166307099,,
marvel,Robin Braxton (Earth-616),0.1243419203,0.9878516748,,
marvel,Mister Jip (Earth-616),0.2823151118,0.1080786599,,
marvel,Buck Cashman (Earth-616),0.250335369,0.2681579837,,
marvel,Teresa Vasquez (Earth-616),0.1892544455,0.8924634438,,
marvel,Fin (Intruders) (Earth-616),0.2771321245,0.2179545994,,
marvel,Neal Saroyan (Earth-616),1.2254069306,0.4533479145,,
marvel,Cyttorak (Earth-616),0.2816351158,0.1046675624,,
marvel,John Wraith (Earth-616),1.2235776384,0.4530464446,,
marvel,Korath-Thak (Earth-616),1.2803462363,0.3420425538,,
marvel,Carl Denti (Earth-616),0.2445312578,0.2764826857,,
marvel,"Jacob Gavin, Jr. (Earth-616)",0.1396027636,1.0011532086,,
marvel,Malcolm Murphy (Earth-616),0.2451581631,0.2560933174,,
marvel,Kevin Tremain (Earth-616),1.2773237655,0.2900643743,,
marvel,Gator (Earth-616),1.2413270819,0.3242798856,,
marvel,Pixie (First Line) (Earth-616),0.1584432073,0.9337338756,,
marvel,Evangeline Whedon (Earth-616),0.1590611135,0.9564517217,,
marvel,Kiden Nixon (Earth-616),0.1378195046,0.9987329805,,
marvel,Gilberto Corazon (Earth-616),1.2297741194,0.437441605,,
marvel,Ord (Breakworld) (Earth-616),1.2747630798,0.2941380343,,
marvel,Patrick Mulligan (Earth-616),1.2581868919,0.3719962039,,
marvel,Demetrius Lazer (Earth-616),1.2773328174,0.3291318239,,
marvel,Crosta (Earth-616),0.2463432664,0.2572593802,,
marvel,Janice Lincoln (Earth-616),0.1108225124,1.0480245151,,
marvel,Maximilian Frankenstein (Earth-616),0.2655329438,0.2248648664,,
marvel,Ex Nihilo (Earth-616),0.2277966143,0.2882268958,,
marvel,Scott Adsit (Earth-616),0.2222373578,0.3130333576,,
dc,Magala (New Earth),1.1254797828,1.1385364142,,
dc,Jean Hawkins (Dakotaverse),0.141684228,0.9747109081,,
dc,Marianne (New Earth),0.1446394004,0.9775550727,,
dc,Trouble (New Earth),0.2482414368,0.234057706,,
dc,Mei Ling (New Earth),0.1227988317,1.030861766,,
dc,Chay-Ara (New Earth),0.14711947,0.9660206013,,
dc,Achilles Warkiller (New Earth),0.2620175938,0.2425723315,,
dc,Frank Verrano (New Earth),0.2674029007,0.2361463042,,
dc,Meredith Creamer (New Earth),0.1497194406,0.9475132319,,
dc,Frostbite (New Earth),0.2606678524,0.2418214457,,
dc,Marvin Kuttler (New Earth),1.247365369,0.404264992,,
dc,Alexander Nero (New Earth),1.2685054839,0.3384801309,,
dc,Mace Gardner (New Earth),0.2885520753,0.1543504064,,
dc,David Winston (New Earth),1.2496634274,0.3782072398,,
dc,Michael Miller (New Earth),0.299657579,0.1772553722,,
dc,Arkkis Chummuck (New Earth),1.2526659654,0.3878286864,,
dc,Veronica Sinclair (New Earth),0.1806413231,0.8735678517,,
dc,Tethys (New Earth),0.1290378821,0.9961848463,,
dc,Mnemosyne (New Earth),0.1331939043,1.0086494175,,
dc,Aubrey Sparks (New Earth),0.1396477288,1.0010918265,,
dc,Frederick von Frankenstein (New Earth),0.2865449338,0.1373259791,,
dc,Matthew Savage (New Earth),0.2696374357,0.2276966128,,
dc,James Lockhart (New Earth),0.2766398349,0.2210020887,,
dc,Fastbak (New Earth),1.2468978185,0.3746987503,,
dc,Justin Ballantine (New Earth),0.3014567909,0.1652073016,,
dc,Walker Gabriel (New Earth),1.2612198079,0.3804303693,,
marvel,Earl Everett (Earth-616),0.2707590077,0.2227434382,,
marvel,Valkin (Earth-616),0.2778168636,0.2208475843,,
marvel,Peter Noble (Earth-616),0.2703165387,0.2234456152,,
marvel,Mary Mitchell (Earth-616),0.1570505727,0.9578067706,,
marvel,Lucifer (Quist) (Earth-616),1.2864469932,0.3314910161,,
marvel,Dredmund Cromwell (Earth-616),0.2963851809,0.1735752604,,
marvel,Volla (Earth-616),1.1287294107,1.0458214789,,
marvel,Raniero Drago (Earth-616),0.2959918751,0.1741994177,,
marvel,Gor-Tok (Earth-616),0.2949994258,0.1705142374,,
marvel,Lemuel Dorcas (Earth-616),0.2890693033,0.1830759046,,
marvel,Torgo (Mekkan) (Earth-616),0.2256562917,0.2430873164,,
marvel,Gog (Tsiln) (Earth-616),0.2875988714,0.1107676075,,
marvel,Krista (Earth-616),0.1383060382,0.9866922379,,
marvel,Lisa Castle (Earth-616),1.0907214135,1.2092154651,,
marvel,Mimir (Earth-616),0.226488918,0.2417734603,,
marvel,Katherine Summers (Earth-616),1.1426026577,1.1179835445,,
marvel,Helmut Gruler (Earth-616),1.2618888043,0.3833857448,,
marvel,Atum (Earth-616),0.2380395812,0.2252353508,,
marvel,Brendon Doyle (Earth-616),0.2954822292,0.1553741916,,
marvel,Leonard Hebb (Earth-616),0.2702035562,0.2280487974,,
marvel,Kofi Whitemane (Earth-616),0.2693982995,0.1863097335,,
marvel,Jalome Beacher (Earth-616),1.2864160692,0.3275255443,,
marvel,Buck Chisholm (Earth-616),1.2328550768,0.433109586,,
marvel,Matthew Plunder (Earth-616),0.2473428105,0.2545748351,,
marvel,Mikel Fury (Earth-616),1.2600563822,0.3810435363,,
marvel,Kurt Gerhardt (Earth-616),0.3003965877,0.1628677646,,
marvel,Buford Wilson (Earth-616),1.2866559803,0.3294235356,,
marvel,Ernst Sablinova (Earth-616),0.2405842944,0.2501490009,,
marvel,Scott Washington (Earth-616),1.2611737932,0.3804959108,,
marvel,Wyre (Earth-616),0.2746156153,0.2166880286,,
marvel,Blitziana (Earth-616),0.1345931931,0.9172025374,,
marvel,Cathy Webster (Earth-616),0.1653357707,0.9456070502,,
marvel,Semiramis (Earth-616),0.1653886262,0.8176273537,,
marvel,Giuletta Nefaria (Masque) (Earth-616),1.1468489987,1.097942439,,
marvel,Fang (Replacement) (Earth-616),1.2193299424,0.4545857903,,
marvel,Baymax (Earth-616),0.26246102,0.173556293,,
marvel,Duane Freeman (Earth-616),0.2694686395,0.2309611725,,
marvel,Hiro Takachiho (Earth-616),0.276144662,0.2195316301,,
marvel,Morris Maxwell (Earth-616),0.22871653,0.273162366,,
marvel,Oubliette Midas (Earth-616),0.1343640783,1.0077084764,,
marvel,Francis Klum (Earth-616),1.2827122959,0.3281605612,,
marvel,Cassie Lathrop (Earth-616),0.1211323302,1.013983491,,
marvel,Christopher Seyfert (Earth-616),0.2289904728,0.2957506398,,
marvel,Jolen (Earth-616),0.2868823564,0.1164422837,,
marvel,Peter Seyfert (Earth-616),0.2258661847,0.2851802647,,
marvel,"Louis Sadler, Jr. (Earth-616)",1.2604754051,0.3838929132,,
marvel,Zuzha Yu (Earth-616),1.1488854151,1.106665425,,
marvel,Ero (Earth-616),0.183375203,0.8840635242,,
marvel,Leper Queen (Earth-616),1.1563842415,1.0809157886,,
marvel,Eliphas (Earth-616),1.2737695758,0.3476223509,,
marvel,Eric Gitter (Earth-616),0.2717450314,0.2322942267,,
marvel,Benito Serrano (Earth-616),0.2550965047,0.2529490023,,
marvel,Reginald Fortean (Earth-616),0.2685059227,0.2219151407,,
marvel,Wally Layton (Earth-616),0.222751437,0.2836299686,,
dc,James Tilton (New Earth),1.2226162514,0.364919754,,
dc,Dmitri Mishkin (New Earth),1.2266324832,0.4055588006,,
dc,Kindred Marx (New Earth),0.2526411324,0.2582107036,,
dc,Merc (New Earth),0.139277329,0.9785255528,,
dc,Nina Skorzeny (New Earth),0.1357988178,0.9374157147,,
dc,Boone (New Earth),0.2900530624,0.1827868102,,
dc,Amparo Cardenas (New Earth),0.1775360171,0.9058198251,,
dc,Atlas (New Earth),0.2902967388,0.1829177651,,
dc,Jack Latham (New Earth),0.25849547,0.2441281933,,
dc,Deathwing (Team Titans),0.2920171909,0.1854700849,,
dc,Hector (New Earth),0.2616365609,0.2416741313,,
dc,Thomas Trigger (New Earth),1.2626630704,0.3317575935,,
dc,Miri Riam (New Earth),0.1513595049,0.9449853446,,
dc,Bess Lynn (New Earth),1.1422174502,1.1194685231,,
dc,Crazy Shy Lolita Canary (New Earth),0.1597238165,0.9545304074,,
dc,Tracer (New Earth),0.2897065545,0.1605079048,,
dc,Hans Leckter (New Earth),1.2812480256,0.3380056986,,
dc,Valerie Beaudry (New Earth),0.1852192551,0.901140827,,
dc,Lady Liberty I (New Earth),1.1453788335,1.120197357,,
dc,Harry Hokum (New Earth),0.2954957073,0.1694145854,,
dc,Kim Liang (New Earth),0.1570046542,0.9596952726,,
dc,Grayven (New Earth),1.2699976933,0.3007993671,,
dc,Iapetus (New Earth),0.2426314332,0.2782619883,,
dc,Serafina Arkadin (New Earth),0.1644048179,0.9470769457,,
dc,Tobias Manning (New Earth),1.2790499788,0.3371083676,,
dc,"Richard Grey, Jr. (New Earth)",0.2771777417,0.2218618399,,
dc,Jack T. Chance (New Earth),1.2447142942,0.3502860286,,
dc,Qwsp (New Earth),0.2650062988,0.1764609595,,
dc,Slobo (New Earth),0.2383306575,0.2166075162,,
dc,David Knight (New Earth),1.2597409739,0.3775045888,,
marvel,Daniel Rose (Earth-616),0.2714666723,0.2256623879,,
marvel,William Waring (Earth-616),0.2675682724,0.2004904599,,
marvel,Albert Malik (Earth-616),1.2756593807,0.3077149909,,
marvel,Leonardo da Vinci (Earth-616),0.2503964162,0.2617330581,,
marvel,Xandu (Sorcerer) (Earth-616),0.2912364391,0.1498381773,,
marvel,Artemis (Olympian) (Earth-616),0.1197041491,0.9993408091,,
marvel,Joseph Timms (Earth-616),0.271809635,0.210585771,,
marvel,Kinji Obatu (Earth-616),1.286474678,0.3274100903,,
marvel,Johnny Wakely (Earth-616),1.2622896043,0.3866898352,,
marvel,Michael Stockton (Earth-616),0.3012802506,0.1724737589,,
marvel,Benjamin Donovan (Earth-616),0.2332415948,0.2987454105,,
marvel,Raymond Coker (Earth-616),0.249171983,0.2752469136,,
marvel,"Frank Castle, Jr. (Earth-616)",1.2032233329,0.4844902826,,
marvel,Michael Rossi (Earth-616),1.2536032152,0.3863338347,,
marvel,Nikolai Rasputin (Earth-616),1.2211388778,0.4609922871,,
marvel,Anthony Davis (Earth-616),1.2864213167,0.3275047475,,
marvel,Greg Salinger (Earth-616),0.29672027,0.1753296905,,
marvel,Minn-Erva (Earth-616),0.1841663949,0.9036738204,,
marvel,Primus (Android) (Earth-616),0.2339433187,0.2077521548,,
marvel,Abdul Qamar (Earth-616),1.2591643981,0.3836697608,,
marvel,James Marks (Earth-616),0.3017827348,0.1681919209,,
marvel,Varnae (Earth-616),0.2906282369,0.1229205076,,
marvel,Arthur Blackwood (Earth-616),0.301501756,0.1651459194,,
marvel,Gregory Nettles (Earth-616),1.2774615743,0.3355771344,,
marvel,Gilpetperdon (Earth-616),0.299340827,0.1588173601,,
marvel,Leir (Earth-616),0.2788101025,0.2228231158,,
marvel,Ariana Saddiqi (Earth-616),0.1768540801,0.8424871003,,
marvel,Cecilia Cardinale (Earth-616),0.1381024511,0.9942245219,,
marvel,Bart Rozum (Earth-616),0.2518811876,0.2316547936,,
marvel,Nikolaus Geist (Earth-616),0.2901228746,0.1475932975,,
marvel,Philip Sterns (Earth-616),1.2864603769,0.3297314549,,
marvel,Thomas Sorenson (Earth-616),0.3013841815,0.1688368751,,
marvel,Fabian Marechal-Julbin (Earth-616),1.2856386027,0.3275436697,,
marvel,Jeff Hagees (Earth-616),1.27922577,0.3183960992,,
marvel,Alkhema (Earth-616),0.1627129239,0.8571235735,,
marvel,Isaac Javitz (Earth-616),1.2793329054,0.3015426414,,
marvel,Katu Kath (Earth-616),1.2714629823,0.2728506897,,
marvel,Mary Lavinia Octavius (Earth-616),1.0711437429,1.2456394445,,
marvel,Veronica Benning (Earth-616),0.1441207407,0.9801489024,,
marvel,Emrys Killebrew (Earth-616),1.2070015149,0.4720361214,,
marvel,Xenith (Earth-616),0.1900979996,0.8928583927,,
marvel,Hope Hibbert (Earth-616),0.1566277493,0.9510012492,,
marvel,Green Goblin (Construct) (Earth-616),1.2684300663,0.2644165243,,
marvel,Fiz (Earth-616),0.2699266684,0.2205160606,,
marvel,James Howlett (Skrull) (Earth-616),1.278988207,0.3155481412,,
marvel,Vargas (Earth-616),1.2864087226,0.32755466,,
marvel,Woodstock Schumaker (Earth-616),0.1652834589,0.945697548,,
marvel,Azazel (Earth-616),0.2895252231,0.1229697288,,
marvel,Absolon Mercator (Earth-616),1.2567869427,0.3757266432,,
